data	label
#luddites eh @USER should embrace tech #gigeconomy @USER @USER #ThursdayThoughts URL	NOT
@USER you fuckass	OFF
@USER Then why are you pretending to be something your not???You are a phony and all your lies won't change that!	OFF
@USER She’s not acc drunk she’s just v tired and took sleeping pills so she is being silly	OFF
@USER i just hope its ab how dumb he is and that shane isnt all AwWW leTs fOrGive hIm bc if he does that im unstanning	NOT
@USER The best hope for gun control is banning bullet proof backpacks... Because why do they need it if they are not a terrorist?	NOT
@USER I'm so sorry for his mother's loss.  I can't imagine the grief she is going through.	NOT
@USER @USER I understand the logic of all that. But the person living there will also know the background of who the mother is and why she is there to honor her daughter on that day. It escalated quickly and now the mom is dead. So unnecessary	NOT
@USER You are a Communist state controlled newspaper.   Very much like #ANTIFA would love to see.   And your country executes people who dissent with your support.   Enough said.   Get off my twitter stream	OFF
@USER @USER Guy you are always present...bet why? Lol	NOT
@USER @USER I dimly remember an Econ theory that might apply to Chicago. What was it?  “Guns and butt-hurt?”	OFF
@USER @USER Trump’s new position on gun control is starting to look a lot like the NRA’s URL via @USER	NOT
@USER @USER Doomsday for NFL	NOT
@USER Hell ya she is	NOT
@USER @USER @USER @USER uses rehab as a place to escape when she’s in trouble. She makes jokes of her situation. She should be in jail for assaulting a police officer and threatening to kill him. She is classless. She should leave with boring Carole.	OFF
@USER Strange the far left antifa always quiet when mooslims attack white people and when there terrorists attacks done by the mooslims and lets not forget the mooslim groomng gangs	NOT
@USER That’s shitty	OFF
@USER @USER @USER Obvious to whom?  Only to those who do not clean up the inside of their cup. You see skin color b/c you are projecting onto others.. many do not live their lives being or seeing color.  Many of us have mixed families- How does that fit into your b/s conclusion? URL	NOT
@USER Liberalism has being remarkable sucessful at taking over both sides of the political spectrum today's left are liberals (with emphasis on minority issues and welfare) and today's right are also mostly liberals (with emphasis on nationalism and anti immigration)	NOT
@USER @USER @USER @USER Uns connects fixolas ahha	NOT
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER She is darling ♥️	NOT
@USER I'll bet she is a liberal democrat.	NOT
@USER Poor Baby.  This is why you and your entire network CAN NOT be trusted.    The only people still watching CNN are brainwashed liberals and demonrats. URL	OFF
@USER @USER She is the most clueless defence minister ever only rivaled by anthony	NOT
66% of Americans want tuition-free college 67% support Roe v. Wade 68% support stricter gun control laws 70% support Medicare for All 78% support teaching kids about climate change 82% support congressional term limits 91% support criminal justice reform  URL	NOT
@USER @USER Liberals defend Islam yet know little to nothing about the ideology. As a middle eastern Christian I pay close attention to what the Muslim people are up to.	NOT
"@USER How many are willing to testify under oath that they actually knew Kavanaugh? How many would testify to having said NO"" to Kavanaugh? Until you have said ""no"" to man, you do not know what he is like."""	NOT
@USER Funny thing I just asked a cop about this. He said anybody trying to steal your weapon you have a rock solid case against for self defense. On the other hand if the antifa shoots anybody they will get murder 1 because stealing a weapon is premeditation.	NOT
"@USER @USER @USER @USER @USER Really, but he is.  Don't say because of Russian collusion, not proven after 2 yrs. Besides collusion is not a crime.  We the People"" are winning.  #WWG1WGA #MAGA"""	NOT
@USER Fools No respect	OFF
@USER GD I thought he lost his voice?	NOT
@USER should be thanking her lucky stars that she has never been sexually assaulted or raped when she was a 15 year old girl.  She could hardly deal with a little harassment from Antifa. #NothingLower	OFF
@USER she is human garbage that is what is wrong	OFF
@USER Amazing how much money is being thrown at this guy by liberals freaking out. Beto epitomizes everything that is wrong in America. Vote CRUZ!	OFF
@USER Cue the liberals’ moral shunning of society for a minute; as they take a break from trying to ruin Brett Kavanaugh’s life &amp; humiliating his family.	NOT
@USER THATS gun control.	NOT
".If hate speech"" were against the law, all of Main Stream Media would need to be locked up because they do it daily, and so do Democrats, liberals, progressives.  Look at the ""marches"" and their signs &amp; their ""speeches"", the very definition of hate speech. URL"	OFF
@USER please don’t make the same mistake with #Kavanaugh! He is a perjurer who is also a Trump lackey. #VoteNoOnKavanaugh URL	OFF
@USER Beto the clown who supports the kneeling NFL thugs	OFF
@USER Yoongi you are the father!!! 😂 URL	NOT
@USER @USER make yourself useful and  go bury your head in the sand.	OFF
"@USER @USER Well, see, if I start talking at Dana about sensible gun control laws and she ignores me (or calls me a tragedy dry-humping whore"" as she did @USER then we aren't having a conversation. I'm just talking into the void."""	OFF
@USER @USER @USER @USER Just give up. You are desperate to spread hate &amp; the more you do the more we send love to the victim. You have lost your humanity. Stop and think what you are trying to achieve because you look like you want to start a war on innocent people.	NOT
@USER @USER Of course she is.	NOT
@USER He stolded my diners URL	NOT
@USER Yeah bro I know like I have pretty good gun control but the smg 12 is just insane😂	NOT
"@USER So tired of the spicy I know the far right includes literal murderers and far right terrorism is on the rise, but antifa are just as bad because I think they broke a window once."""""	NOT
@USER @USER I love u kady you are the real MVP here	NOT
@USER I lived through the era where conservatives literally tried to argue that gay rights would cause the collapse of Western Civilization. No exaggeration.  They used he fall of Rome as their example somehow.  They now want to pretend that they didn’t vilify us.  Ugh.	OFF
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Nice list. Of course I am against gun control. I am also in favor of freedom of religion. People can believe whatever horseshit they like. They just need to keep it out of schools. Creationism has no place in schools.	NOT
@USER @USER @USER @USER And there's #Brexit 👇🏻 URL	NOT
Thank You @USER We Need to #BuildTheWall to Keep Them Out But Mandatory E-Verify Will Get them Out !  #RedNationRising  #Trump #MAGA #SendThemHome  URL	NOT
@USER Bullshit there's rich liberals too so what are you saying ???	NOT
@USER @USER @USER Not really I have several shares in Nike I’m a capitalist not a socialist. I believe in free markets. I can use liberals for my advantages. You on the other hand keep standing with your representatives they will lead you down the golden path of higher taxes and wealth sharing	NOT
@USER you are a dirty cum dumpster	OFF
@USER @USER @USER OMG what fuckin' kind of this beauty TT	OFF
@USER Did he do this right after that last statement?  Asking for a friend. URL	NOT
@USER Greenie she acted like a spoiled elitist brat. She got the point taken away as she deserved. If she was good enough to win today it shouldn't have mattered.  She is an icon and one of the most admirable women I've ever seen in sports. She had a bad day. Move on not newsworthy.	OFF
@USER @USER @USER Antifa FACIST. Don’t let these mean anti-Americans use a fake title. They are FACIST.	OFF
@USER PLELLEEAAAASEEEEE I LITERALLY SOBBED SO HARD AT THIS SCREEN WHO DOES HE THINK HE IS LOOKING SO BEAUTIFUL WHILE HE SLEEEEEEEPS	NOT
@USER @USER @USER He's on Capital fucking Hill. It's not like they don't know where he's at. They want to intimidate his family so he will back out. The media is Antifa in drag.	NOT
@USER @USER She is as dumb as she looks	OFF
@USER bitch call me.	OFF
@USER @USER Landon sucks I asked him for my birthday if I could play with him but he never got back to me so Landon you suck	OFF
@USER @USER Being paid no doubt	NOT
@USER Heroes and villains. Garak is neither. He is: URL	NOT
@USER She is a repulsive human in every possible level.	OFF
@USER @USER @USER @USER Who is ok with Antifa? I’m not. There are medicines for your condition ma’am...	NOT
I'm Assuming I'm Not Going to Get an Answer': Brainless  #Liberal Stooge Ocasio-Cortez  .@USER on $40T Policy Plan URL #WakeUpAmerica  THIS is NOT America's future VOTE Republican  or surrender America to these #DEM morons @USER #MAGA	OFF
@USER @USER The liberals will stop at nothing.	NOT
@USER @USER @USER @USER How so?	NOT
@USER @USER @USER @USER Can you imagine what she is like to waitstaff who get her order wrong?	NOT
AAA DIBALES DONG😘😘😘 URL	NOT
@USER No worries Lou👍 God’s Hand is directing the TRUMP AGENDA and He will not be thwarted by Satan💥 GOD’s timing is not our timing. He is slowly revealing the Deep State SWAMP creatures‼️#REDtsunami2018 #TRUMP2020🇺🇸	NOT
@USER Calling out the #Islamophobic party of Britain @USER to take #Islamophobia seriously. @USER MUST investigate the likes of @USER @USER @USER @USER @USER	NOT
@USER Today history is just repeating itself. Liberals have got away with these disgusting tricks for too long! They need to be stopped as this is deeply damaging our country. Democrats should be more concerned about our country than power and money. (I know that will NEVER happen)	NOT
@USER @USER so and accusation by a libtarded Trump hating liberal activist against a Trump appointee doesnt make u wonder if the accusation was politically motivated in the SLIGHTEST?  No? This is why conservatives think u are all stupid. Because u are.	NOT
